domain,policy,scene,run_index,success,planning_length,question_count,query_probability,elapsed_seconds,reward,source_file
wastesorting,all,scene_03,33,True,11.0,14.0,1.2727272727272727,9.3241,10.0,logs/wastesorting/scene_metrics/step_50_thres_all
wastesorting,all,scene_03,34,True,11.0,14.0,1.2727272727272727,9.4084,10.0,logs/wastesorting/scene_metrics/step_50_thres_all
wastesorting,all,scene_03,35,True,11.0,14.0,1.2727272727272727,9.2877,10.0,logs/wastesorting/scene_metrics/step_50_thres_all
wastesorting,all,scene_03,36,True,11.0,14.0,1.2727272727272727,9.3853,10.0,logs/wastesorting/scene_metrics/step_50_thres_all
wastesorting,all,scene_03,37,True,11.0,14.0,1.2727272727272727,9.4414,10.0,logs/wastesorting/scene_metrics/step_50_thres_all
wastesorting,all,scene_03,38,True,11.0,14.0,1.2727272727272727,9.0391,10.0,logs/wastesorting/scene_metrics/step_50_thres_all
wastesorting,all,scene_03,39,True,11.0,14.0,1.2727272727272727,9.0597,10.0,logs/wastesorting/scene_metrics/step_50_thres_all
wastesorting,all,scene_03,40,True,11.0,14.0,1.2727272727272727,9.4056,10.0,logs/wastesorting/scene_metrics/step_50_thres_all
wastesorting,all,scene_04,1,True,9.0,12.0,1.3333333333333333,7.3588,15.0,logs/wastesorting/scene_metrics/step_50_thres_all
wastesorting,all,scene_04,2,True,9.0,12.0,1.3333333333333333,7.5665,15.0,logs/wastesorting/scene_metrics/step_50_thres_all
wastesorting,all,scene_04,3,True,9.0,12.0,1.3333333333333333,7.6215,15.0,logs/wastesorting/scene_metrics/step_50_thres_all
wastesorting,all,scene_04,4,True,9.0,12.0,1.3333333333333333,7.5183,15.0,logs/wastesorting/scene_metrics/step_50_thres_all
wastesorting,all,scene_04,5,True,9.0,12.0,1.3333333333333333,7.5641,15.0,logs/wastesorting/scene_metrics/step_50_thres_all
wastesorting,all,scene_04,6,True,9.0,12.0,1.3333333333333333,7.5882,15.0,logs/wastesorting/scene_metrics/step_50_thres_all
wastesorting,all,scene_04,7,True,9.0,12.0,1.3333333333333333,7.3304,15.0,logs/wastesorting/scene_metrics/step_50_thres_all
